Мақоми давлатӣ,Категория,№,Рамзи хизматрасонӣ,Номгӯйи хизматрасонӣ,Гирандаи хизматрасонӣ,Хизматрасонанда,Ташкилоти қабул ва додани натиҷа,Шакли хизматрасонӣ,Музднок ё ройгон
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Хулоса,664,000664,"Хулоса аз натиҷаи санҷиши гигрометр М-68, М-19",Шахсони воқеӣ ва ҳуқуқӣ,Агентии обуҳавошиносӣ,Агентии обуҳавошиносӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Хулоса,665,000665,Хулоса аз натиҷаи санҷиши термограф М-16,Шахсони воқеӣ ва ҳуқуқӣ,Агентии обуҳавошиносӣ,Агентии обуҳавошиносӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Хулоса,666,000666,Хулоса аз натиҷаи санҷиши актинометр,Шахсони воқеӣ ва ҳуқуқӣ,Агентии обуҳавошиносӣ,Агентии обуҳавошиносӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Хулоса,667,000667,Хулоса аз натиҷаи санҷиши албедометр М-69,Шахсони воқеӣ ва ҳуқуқӣ,Агентии обуҳавошиносӣ,Агентии обуҳавошиносӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Хулоса,668,000668,Хулоса аз натиҷаи санҷиши балансометр М-10,Шахсони воқеӣ ва ҳуқуқӣ,Агентии обуҳавошиносӣ,Агентии обуҳавошиносӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Хулоса,669,000669,Хулоса аз натиҷаи санҷиши пиранометр М-80М,Шахсони воқеӣ ва ҳуқуқӣ,Агентии обуҳавошиносӣ,Агентии обуҳавошиносӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Хулоса,670,000670,Хулоса аз натиҷаи санҷиши осадкомер,Шахсони воқеӣ ва ҳуқуқӣ,Агентии обуҳавошиносӣ,Агентии обуҳавошиносӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲОЛАТҲОИ ФАВҚУЛОДДА ВА МУДОФИАИ ГРАЖДАНИИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Хулоса,673,000673,Хулоса аз натиҷаи озмоиши лабораторӣ дар самти мудофиаи гражданӣ,Шахсони воқеӣ ва ҳуқуқӣ,Озмоишгоҳи ҷумҳуриявии кимиёвӣ-радиометрӣ,Озмоишгоҳи ҷумҳуриявии кимиёвӣ-радиометрӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ТЕЛЕВИЗИОН ВА РАДИОИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,,678,000678,Иҷозатнома барои фаъолият дар соҳаи истеҳсол ва фурўши маҳсулоти аудиовизуалӣ,Шахсони воқеӣ ва ҳуқуқӣ,Бозрасии давлатии назорат дар соҳаи телевизион ва радиошунавонӣ,Бозрасии давлатии назорат дар соҳаи телевизион ва радиошунавонӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ТЕЛЕВИЗИОН ВА РАДИОИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,,679,000679,Иҷозатнома барои фаъолият оид ба фурўши маҳсулоти аудиовизуалӣ,Шахсони воқеӣ ва ҳуқуқӣ,Бозрасии давлатии назорат дар соҳаи телевизион ва радиошунавонӣ,Бозрасии давлатии назорат дар соҳаи телевизион ва радиошунавонӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ РУШДИ САЙЁҲИИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Сертификат,680,000680,Сертификат барои маҳсулоти сайёҳии Ҷумҳурии Тоҷикистон,Шахсони воқеи ва ҳуқуқӣ,Кумитаи рушди сайёҳии назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи рушди сайёҳии назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ РУШДИ САЙЁҲИИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Сертификат,681,000681,Сертификат барои хизматрасонии фаъолияти субъектони сайёҳии Ҷумҳурии Тоҷикистон,Шахсони воқеи ва ҳуқуқӣ,Кумитаи рушди сайёҳии назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи рушди сайёҳии назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ РУШДИ САЙЁҲИИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Шиноснома,682,000682,Шиносномаи мақоми объектҳои сайёҳии Ҷумҳурии Тоҷикистон,Шахсони воқеи ва ҳуқуқӣ,Кумитаи рушди сайёҳии назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи рушди сайёҳии назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ХОҶАГИИ МАНЗИЛИЮ КОММУНАЛИИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Мувофиқакунӣ,683,000683,Мувофиқакунии корҳо оид ба қабудизоркунии роҳҳо,Шахсони воқеӣ ва ҳуқуқӣ,"Корхонаҳои давлатии фаръии «Хоҷагии манзилию коммуналӣ»-и шаҳру ноҳияҳо, Муассисаҳои давлатии нигоҳдории роҳҳои автомобилгарди шаҳру ноҳияҳо","Корхонаҳои давлатии фаръии «Хоҷагии манзилию коммуналӣ»-и шаҳру ноҳияҳо, Муассисаҳои давлатии нигоҳдории роҳҳои автомобилгарди шаҳру ноҳияҳо","Коғазӣ, электронӣ",Ройгон
КУМИТАИ ХОҶАГИИ МАНЗИЛИЮ КОММУНАЛИИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Шартнома,684,000684,Шартнома оид ба таъминот бо оби нӯшокӣ,Шахсони воқеӣ ва ҳуқуқӣ,"Корхонаи давлатии обу корез, оби нӯшокӣ ва рафъи обҳои партов","Корхонаи давлатии обу корез, оби нӯшокӣ ва рафъи обҳои партов","Коғазӣ, электронӣ",Музднок
КУМИТАИ ХОҶАГИИ МАНЗИЛИЮ КОММУНАЛИИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Шартнома,685,000685,Шартнома оид ба хизматрасонии партовҳо,Шахсони воқеӣ ва ҳуқуқӣ,Корхонаҳои давлатии фаръии «Хоҷагии манзилию коммуналӣ»-и шаҳру ноҳияҳо,Корхонаҳои давлатии фаръии «Хоҷагии манзилию коммуналӣ»-и шаҳру ноҳияҳо,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Бақайдгирӣ (азнавбақайдгирӣ),686,000686,Бақайдгирии шартномаҳои пайвастшавии байнишабакавӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,687,000687,"Иҷозатнома барои фаъолият оид ба қабул, коркард, кашонидан ва бурда расонидан (супоридан)-и муросилоти почта",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,688,000688,Иҷозатнома барои фаъолият оид ба қабул ва интиқоли маблағҳои пулӣ тавассути почта,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,689,000689,Иҷозатнома барои фаъолият оид ба почтаи курйерӣ ва хизматрасониҳои курйерӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,690,000690,Иҷозатнома барои фаъолият оид ба хизматрасониҳои почтаи байналмилалӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,691,000691,Иҷозатнома барои фаъолият оид ба истеҳсол ва фурўши аломатҳои давлатии пардохти алоқаи почта,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,692,000692,"Иҷозатнома барои фаъолият оид ба қабул, коркард, кашонидан ва бурда расонидан (супоридан)-и муросилоти алоқаи махсус ва фелдъегерӣ",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,693,000693,Иҷозатнома барои фаъолият оид ба хизматрасониҳои алоқаи радифии глобалии шахсӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,694,000694,Иҷозатнома барои фаъолият оид ба хизматрасониҳои алоқаи телефонии байнишаҳрӣ тавассути шабакаи операторон,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,695,000695,Иҷозатнома барои фаъолият оид ба хизматрасониҳои алоқаи телефонии байналмилалӣ тавассути шабакаи операторон,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,696,000696,Иҷозатнома барои фаъолият оид ба хизматрасониҳои алоқаи транкӣ бо ҷудонамоӣ аз рўйи ҳар як стандарт,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,697,000697,Иҷозатнома барои фаъолият оид ба хизматрасониҳои хадамоти телематикӣ (ба истиснои IР-телефония),Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,698,000698,Иҷозатнома барои фаъолият оид ба хизматрасониҳои ҷиҳати интиқоли маълумот (аз ҷумла алоқаи телеграфӣ ва IР - телефония) тавассути шабакаи операторон,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,699,000699,"Иҷозатнома барои фаъолият оид ба хизматҳо ҷиҳати истеҳсол, сохтан ва насби шабакаҳо, системаҳо ва дастгоҳҳои алоқаи барқӣ, радиоалоқа, радио ва телевизион",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,700,000700,"Иҷозатнома барои фаъолият оид ба васл, ба истифода додан ва хизматрасонии техникии истгоҳҳои худкори телефонии хурд",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,701,000701,"Иҷозатнома барои фаъолият оид ба васл, ба истифода додан ва хизматрасонии техникии воситаҳои радиоэлектронӣ (радиоистгоҳҳо, телефонҳои радифӣ ва радиоӣ, истгоҳҳои рўйизаминӣ, радиомодемҳо)",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,702,000702,"Иҷозатнома барои фаъолият оид ба банақшагирӣ, сохтмон, истифодабарии шабакаҳо, воситаҳои алоқа (аз ҷумла ба истифода додани хатҳо, шоҳроҳҳои алоқа)",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,703,000703,Иҷозатнома барои фаъолият оид ба хизматҳои алоқаи телефонии маҳаллӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,704,000704,Иҷозатнома барои фаъолият оид ба хизматҳои алоқаи телефонии байнишаҳрӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,705,000705,Иҷозатнома барои фаъолият оид ба хизматҳои алоқаи телефонии байналмилалӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,706,000706,Иҷозатнома барои фаъолият оид ба хизматҳо ҷиҳати интиқоли маълумот (аз ҷумла алоқаи телеграфӣ ва IР-телефония),Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,707,000707,Иҷозатнома барои фаъолият оид ба хизматҳои алоқаи мобилии истифодаи умум бо ҷудонамоӣ аз рўйи ҳар як стандарт,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,708,000708,Иҷозатнома барои фаъолият оид ба хизматҳои радиодаъвати шахсӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,709,000709,Иҷозатнома барои фаъолият оид ба хизматҳо ҷиҳати ба истифода додани шабакаҳои пахши барномаҳои телевизион ва радио,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,710,000710,"Иҷозатнома барои фаъолият оид ба хизматҳои хадамоти телематикӣ, аз ҷумла хизматрасонии контент-провайдерӣ (ба истиснои IР -телефония)",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозат,711,000711,Иҷозат барои истифодабарии захираҳои рақамгузорӣ дар соҳаи алоқаи барқӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозат,712,000712,Иҷозат барои истифодабарии радиобасомадҳо,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозат,713,000713,"Иҷозат барои насби воситаҳои радиоэлектронӣ ва дастгоҳҳои баландбасомаде, ки афканишоти радиозудӣ доранд ё манбаи мавҷҳои электромагнитӣ мебошанд",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозат,714,000714,"Иҷозат барои фаъолият барои истифодабарии воситаҳои радиоэлектронӣ ва дастгоҳҳои баландбасомаде, ки афканишоти радиозудӣ доранд ё манбаи мавҷҳои электромагнитӣ мебошанд",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ АЛОҚАИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Сертификат,715,000715,Сертификати мутобиқати ҳатмии таҷҳизот барои соҳаи алоқаи барқӣ,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти алоқаи назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ХАДАМОТИ ГУМРУКИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Бақайдгирӣ,716,000716,Бақайдгирӣ дар Феҳристи боркашонҳои гумрукӣ (шаҳодатнома дар бораи дохил намудан ба Феҳристи боркашонҳои гумрукӣ),Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти гумруки назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти гумруки назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Ройгон
ХАДАМОТИ ГУМРУКИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Бақайдгирӣ,717,000717,Бақайдгирӣ дар Феҳристи танзимгарони ваколатдори иқтисодӣ (шаҳодатнома дар бораи дохил намудан ба Феҳристи танзимгарони ваколатдори иқтисодӣ),Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти гумруки назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти гумруки назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Ройгон
ХАДАМОТИ ГУМРУКИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Бақайдгирӣ,718,000718,Бақайдгирӣ дар Феҳристи соҳибони анборҳои нигаҳдории муваққатӣ (шаҳодатнома дар барои дохил намудан ба Феҳристи соҳибони анборҳои нигаҳдории муваққатӣ),Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти гумруки назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти гумруки назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Ройгон
ХАДАМОТИ ГУМРУКИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Бақайдгирӣ,719,000719,Бақайдгирӣ дар Феҳристи брокерони гумрук (намояндагон) (шаҳодатнома дар хусуси дохил намудан ба Феҳристи брокерони гумрук (намояндагон)),Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти гумруки назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти гумруки назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Ройгон
ХАДАМОТИ ГУМРУКИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Бақайдгирӣ,720,000720,Бақайдгирӣ дар Феҳристи соҳибони анборҳои гумрукӣ (шаҳодатнома дар барои дохил намудан ба Феҳристи соҳибони анборҳои гумрукӣ),Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти гумруки назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти гумруки назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Ройгон
ХАДАМОТИ ГУМРУКИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Бақайдгирӣ,721,000721,Бақайдгирӣ дар Феҳристи соҳибони мағозаҳои савдои бебоҷ (шаҳодатнома дар барои дохил кардан ба Феҳристи соҳибони мағозаҳои савдои бебоҷ),Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти гумруки назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти гумруки назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Ройгон
ХАДАМОТИ ГУМРУКИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Бақайдгирӣ,722,000722,"Бақайдгирии бонкҳо дар Феҳристи бонкҳое, ки барои додани кафолати бонкӣ ба сифати таъмини пардохти боҷҳои гумрукӣ ва андоз ҳуқуқ доранд (шаҳодатнома дар бораи дохил кардан ба Феҳристи бонкҳое, ки барои додани кафолати бонкӣ ба сифати таъмини пардохти боҷҳои гумрукӣ ва андоз ҳуқуқ доранд)",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти гумруки назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти гумруки назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Ройгон
ХАДАМОТИ ГУМРУКИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Барасмиятдарорӣ,724,000724,Барасмиятдарори гумрукии мол ва воситаҳои нақлиёт,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти гумруки назди Ҳукумати Ҷумҳурии Тоҷикистон,Хадамоти гумруки назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
